Date,Open,High,Low,Close,Adj Close,Volume
2010-03-31,3982.149902,3998.570068,3943.030029,3974.010010,3974.010010,139164200
2010-04-01,3996.530029,4041.580078,3989.830078,4034.229980,4034.229980,111669600
2010-04-06,4048.899902,4065.070068,4026.739990,4053.939941,4053.939941,113667400
2010-04-07,4049.250000,4052.030029,4020.169922,4026.969971,4026.969971,115462800
2010-04-08,4007.370117,4012.100098,3952.139893,3978.459961,3978.459961,124318400
2010-04-09,4008.429932,4050.540039,4008.199951,4050.540039,4050.540039,104637800
2010-04-12,4078.379883,4082.110107,4032.040039,4050.500000,4050.500000,106880000
2010-04-13,4038.729980,4058.100098,4020.709961,4031.989990,4031.989990,126779600
2010-04-14,4051.649902,4074.290039,4046.610107,4057.699951,4057.699951,136845000
2010-04-15,4069.300049,4084.689941,4036.899902,4065.649902,4065.649902,136845000
2010-04-16,4044.889893,4086.000000,3976.419922,3986.629883,3986.629883,191295400
2010-04-19,3964.530029,3987.050049,3949.080078,3970.469971,3970.469971,0
2010-04-20,3987.750000,4030.040039,3970.629883,4026.649902,4026.649902,119539400
2010-04-21,4037.389893,4037.389893,3976.949951,3977.669922,3977.669922,138462800
2010-04-22,3969.500000,4007.300049,3907.429932,3924.649902,3924.649902,189281900
2010-04-23,3921.870117,3968.500000,3907.189941,3951.300049,3951.300049,161657800
2010-04-26,3995.260010,4017.530029,3978.310059,3997.389893,3997.389893,129533400
2010-04-27,3988.870117,3995.959961,3844.600098,3844.600098,3844.600098,164571600
2010-04-28,3815.389893,3848.149902,3749.530029,3787.000000,3787.000000,284113000
2010-04-29,3796.439941,3857.639893,3775.340088,3840.620117,3840.620117,180090900
2010-04-30,3829.639893,3857.080078,3783.949951,3816.989990,3816.989990,179653200
2010-05-03,3796.790039,3847.209961,3771.959961,3828.459961,3828.459961,100879200
2010-05-04,3827.050049,3836.169922,3678.889893,3689.290039,3689.290039,245235200
2010-05-05,3688.149902,3705.080078,3613.570068,3636.030029,3636.030029,274467800
2010-05-06,3583.750000,3667.889893,3541.820068,3556.110107,3556.110107,331062400
2010-05-07,3454.600098,3538.860107,3349.959961,3392.590088,3392.590088,438501300
2010-05-10,3605.840088,3720.290039,3461.959961,3720.290039,3720.290039,413011200
2010-05-11,3655.239990,3700.290039,3623.219971,3693.199951,3693.199951,222168000
2010-05-12,3665.770020,3763.070068,3639.340088,3733.870117,3733.870117,207577300
2010-05-13,3774.100098,3774.100098,3702.739990,3731.540039,3731.540039,130644800
2010-05-14,3706.770020,3711.120117,3543.739990,3560.360107,3560.360107,239780000
2010-05-17,3526.870117,3594.939941,3515.399902,3543.550049,3543.550049,167306700
2010-05-18,3601.379883,3640.060059,3576.270020,3617.320068,3617.320068,158030000
2010-05-19,3557.350098,3576.139893,3485.889893,3511.669922,3511.669922,221007000
2010-05-20,3522.459961,3555.639893,3362.169922,3432.520020,3432.520020,279907600
2010-05-21,3433.189941,3458.669922,3341.760010,3430.739990,3430.739990,291508000
2010-05-24,3460.489990,3477.860107,3399.580078,3430.929932,3430.929932,134297800
2010-05-25,3326.540039,3348.639893,3287.570068,3331.290039,3331.290039,224325800
2010-05-26,3393.439941,3449.570068,3374.780029,3408.590088,3408.590088,220441200
2010-05-27,3433.270020,3527.699951,3420.780029,3525.310059,3525.310059,207762200
2010-05-28,3553.169922,3553.169922,3501.169922,3515.060059,3515.060059,153896600
2010-05-31,3506.300049,3528.780029,3498.070068,3507.560059,3507.560059,64323600
2010-06-01,3481.659912,3521.239990,3414.500000,3503.080078,3503.080078,187823600
2010-06-02,3471.830078,3505.729980,3432.199951,3501.500000,3501.500000,143898400
2010-06-03,3572.760010,3598.379883,3549.879883,3557.340088,3557.340088,163039000
2010-06-04,3567.989990,3593.000000,3443.110107,3455.610107,3455.610107,223099000
2010-06-07,3397.169922,3455.320068,3381.729980,3413.719971,3413.719971,175973200
2010-06-08,3433.860107,3433.860107,3343.590088,3380.360107,3380.360107,177003000
2010-06-09,3411.810059,3446.770020,3364.840088,3446.770020,3446.770020,167829200
2010-06-10,3416.540039,3538.610107,3405.260010,3516.639893,3516.639893,172744600
2010-06-11,3536.850098,3570.389893,3507.570068,3555.520020,3555.520020,177228600
2010-06-14,3583.469971,3630.159912,3581.969971,3626.040039,3626.040039,155673600
2010-06-15,3590.830078,3672.709961,3590.830078,3661.510010,3661.510010,152375600
2010-06-16,3689.649902,3689.649902,3639.280029,3675.929932,3675.929932,166233600
2010-06-17,3671.959961,3716.189941,3660.250000,3683.080078,3683.080078,147755800
2010-06-18,3685.350098,3704.590088,3662.580078,3687.209961,3687.209961,197360200
2010-06-21,3750.699951,3759.540039,3722.379883,3736.149902,3736.149902,131633000
2010-06-22,3703.310059,3726.040039,3671.389893,3705.320068,3705.320068,136381400
2010-06-23,3665.850098,3696.030029,3626.540039,3641.790039,3641.790039,133447000
2010-06-24,3666.419922,3667.939941,3543.469971,3555.360107,3555.360107,151023400
2010-06-25,3559.120117,3577.510010,3504.310059,3519.729980,3519.729980,144737600
2010-06-28,3537.669922,3577.590088,3506.659912,3576.449951,3576.449951,110519000
2010-06-29,3520.330078,3532.379883,3424.719971,3432.989990,3432.989990,176011800
2010-06-30,3448.000000,3470.689941,3408.550049,3442.889893,3442.889893,169320000
2010-07-01,3386.790039,3403.080078,3321.350098,3339.899902,3339.899902,188797200
2010-07-02,3371.899902,3390.780029,3337.409912,3348.370117,3348.370117,161435300
2010-07-05,3362.719971,3364.750000,3331.590088,3332.459961,3332.459961,82880200
2010-07-06,3352.389893,3456.429932,3349.679932,3423.360107,3423.360107,139601000
2010-07-07,3386.469971,3483.439941,3361.179932,3483.439941,3483.439941,161380200
2010-07-08,3516.129883,3553.610107,3504.780029,3538.250000,3538.250000,137177600
