Date,Open,High,Low,Close,Adj Close,Volume
2010-03-31,81.459999,81.699997,80.889999,81.070000,81.070000,0
2010-04-01,81.040001,81.250000,80.680000,80.779999,80.779999,0
2010-04-04,null,null,null,null,null,null
2010-04-05,81.150002,81.300003,80.919998,81.089996,81.089996,0
2010-04-06,81.070000,81.639999,81.040001,81.389999,81.389999,0
2010-04-07,81.320000,81.720001,81.320000,81.440002,81.440002,0
2010-04-08,81.639999,81.910004,81.449997,81.529999,81.529999,0
2010-04-09,81.489998,81.580002,80.870003,81.089996,81.089996,0
2010-04-11,null,null,null,null,null,null
2010-04-12,80.360001,80.690002,80.080002,80.559998,80.559998,0
2010-04-13,80.540001,80.750000,80.269997,80.510002,80.510002,0
2010-04-14,80.419998,80.489998,80.029999,80.190002,80.190002,0
2010-04-15,80.190002,80.750000,80.150002,80.480003,80.480003,0
2010-04-16,80.519997,80.910004,80.470001,80.820000,80.820000,0
2010-04-18,null,null,null,null,null,null
2010-04-19,80.900002,81.279999,80.879997,81.000000,81.000000,0
2010-04-20,80.919998,81.129997,80.760002,81.050003,81.050003,0
2010-04-21,81.120003,81.330002,80.959999,81.160004,81.160004,0
2010-04-22,81.230003,81.779999,81.040001,81.570000,81.570000,0
2010-04-23,82.019997,82.099998,81.320000,81.349998,81.349998,0
2010-04-25,null,null,null,null,null,null
2010-04-26,81.470001,81.709999,81.169998,81.480003,81.480003,0
2010-04-27,81.180000,82.440002,81.169998,82.150002,82.150002,0
2010-04-28,82.290001,82.709999,82.019997,82.379997,82.379997,0
2010-04-29,82.269997,82.379997,81.879997,82.000000,82.000000,0
2010-04-30,81.900002,82.089996,81.629997,81.870003,81.870003,0
2010-05-02,null,null,null,null,null,null
2010-05-03,81.800003,82.559998,81.779999,82.269997,82.269997,0
2010-05-04,82.360001,83.529999,82.290001,83.300003,83.300003,0
2010-05-05,83.449997,84.309998,83.360001,84.080002,84.080002,0
2010-05-06,84.160004,85.269997,83.919998,84.889999,84.889999,0
2010-05-07,84.870003,85.139999,84.320000,84.449997,84.449997,0
2010-05-09,null,null,null,null,null,null
2010-05-10,83.910004,84.379997,82.910004,84.160004,84.160004,0
2010-05-11,84.389999,84.779999,84.139999,84.470001,84.470001,0
2010-05-12,84.709999,84.930000,84.209999,84.830002,84.830002,0
2010-05-13,84.800003,85.459999,84.540001,85.209999,85.209999,0
