Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,4186.18994140625,4192.18994140625,3989.7099609375,4131.14990234375,4131.14990234375,1510070000
2000-01-04,4020.0,4073.25,3898.22998046875,3901.68994140625,3901.68994140625,1511840000
2000-01-05,3854.35009765625,3924.2099609375,3734.8701171875,3877.5400390625,3877.5400390625,1735670000
2000-01-06,3834.43994140625,3868.760009765625,3715.6201171875,3727.1298828125,3727.1298828125,1598320000
2000-01-07,3711.090087890625,3882.669921875,3711.090087890625,3882.6201171875,3882.6201171875,1634930000
2000-01-10,4002.22998046875,4072.360107421875,3958.830078125,4049.669921875,4049.669921875,1691710000
2000-01-11,4031.3798828125,4066.659912109375,3904.820068359375,3921.18994140625,3921.18994140625,1694460000
2000-01-12,3950.949951171875,3950.97998046875,3834.530029296875,3850.02001953125,3850.02001953125,1525900000
2000-01-13,3915.139892578125,3957.469970703125,3858.219970703125,3957.2099609375,3957.2099609375,1476970000
2000-01-14,4045.719970703125,4091.949951171875,4045.719970703125,4064.27001953125,4064.27001953125,1656630000
2000-01-18,4059.64990234375,4148.0,4053.2099609375,4130.81005859375,4130.81005859375,1585230000
2000-01-19,4116.27001953125,4164.64990234375,4084.72998046875,4151.2900390625,4151.2900390625,1652210000
2000-01-20,4205.06005859375,4227.35009765625,4143.60986328125,4189.509765625,4189.509765625,1851300000
2000-01-21,4236.64990234375,4238.0,4168.2998046875,4235.39990234375,4235.39990234375,1923680000
2000-01-24,4290.3798828125,4303.14990234375,4095.31005859375,4096.080078125,4096.080078125,1989050000
2000-01-25,4124.75,4167.6298828125,4028.510009765625,4167.41015625,4167.41015625,1743630000
2000-01-26,4174.72021484375,4174.72021484375,4069.909912109375,4069.909912109375,4069.909912109375,1717000000
2000-01-27,4120.5,4140.08984375,3973.590087890625,4039.56005859375,4039.56005859375,1798460000
2000-01-28,4010.139892578125,4048.31005859375,3856.22998046875,3887.070068359375,3887.070068359375,1616370000
2000-01-31,3873.840087890625,3940.4599609375,3748.030029296875,3940.35009765625,3940.35009765625,1507630000
2000-02-01,3961.070068359375,4053.159912109375,3911.840087890625,4051.97998046875,4051.97998046875,1398240000
2000-02-02,4059.030029296875,4125.75,4051.43994140625,4073.9599609375,4073.9599609375,1527880000
2000-02-03,4134.64990234375,4211.06005859375,4085.530029296875,4210.97998046875,4210.97998046875,1722330000
2000-02-04,4242.14990234375,4294.83984375,4229.2001953125,4244.14013671875,4244.14013671875,1751450000
2000-02-07,4274.02978515625,4321.9599609375,4244.740234375,4321.77001953125,4321.77001953125,1625540000
2000-02-08,4370.009765625,4428.47998046875,4370.009765625,4427.5,4427.5,1971180000
2000-02-09,4460.18017578125,4460.759765625,4362.740234375,4363.240234375,4363.240234375,1775590000
2000-02-10,4390.16015625,4485.669921875,4357.68994140625,4485.6298828125,4485.6298828125,1813590000
