,file names,batch size,context window,input columns,target_columns,regression_binary_pred,F_1_score,mse
0,config2.json,64,20,"['ROC_1', 'ROC_2', 'ROC_5']",['ROC_1'],0.5546875,0.7139240506329114,2.4468593318015337
1,config1.json,64,20,"['EMA_2_3', 'EMA_2_5', 'EMA_3_5']",2.44'ROC_1'],0.5587197580645161,0.7157360406091371,2.442601539194584
