,file names,batch size,context window,input columns,target_columns,regression_binary_pred,F_1_score,mse,sharpe
0,config2.json,64,20,"['SMA_2_3', 'EMA_2_3', 'SMA_2_5', 'EMA_2_5', 'SMA_2_10', 'EMA_2_10', 'SMA_5_10', 'EMA_5_10']",['ROC_1'],0.5625,0.7154360040921811,1.4777159038931131,0.9354415389322815
1,config.json,64,10,"['SMA_2_3', 'EMA_2_3', 'SMA_2_5', 'EMA_2_5', 'SMA_2_10', 'EMA_2_10', 'SMA_5_10', 'EMA_5_10']",['ROC_1'],0.5555813029661016,0.7115040194544475,1.4638389386236668,0.8918050670714717
