Date,Open,High,Low,Close,Adj Close,Volume,ub_5,mb_5,lb_5,macd,macdsignal,macdhist,k%,d%,wr_3,FSMA_10
2000-01-31,135.8125,139.671875,135.0,139.5625,95.37939453125,10768700,143.80529674097727,139.6875,135.56970325902273,,,,31.35572030308874,26.074463229552265,-36.7965367965368,0.04181232750689977
2000-02-01,139.75,141.6875,138.53125,140.9375,96.31910705566406,8419900,143.22865623838166,139.4875,135.74634376161836,,,,49.59595959595961,32.94042616024043,-11.214953271028037,0.014240931482310874
2000-02-02,141.28125,142.25,140.375,141.0625,96.404541015625,6205900,143.3540756903281,139.5375,135.7209243096719,,,,76.3584117032393,52.43669720076256,-16.379310344827587,0.004445676274944608
2000-02-03,140.875,143.25,140.0,143.1875,97.8567886352539,7997500,144.96622918275926,140.125,135.28377081724074,,,,88.37139871622632,71.44192333847509,-1.3245033112582782,0.002093486929552463
2000-02-04,143.1875,144.0,142.125,142.59375,97.45101165771484,4925400,144.04569101601103,141.46875,138.89180898398897,,,,89.0793712991989,84.60306057288818,-35.15625,-0.016204714098646877
2000-02-07,142.5625,142.78125,141.4375,142.375,97.30152893066406,5845800,143.79901695296638,142.03125,140.26348304703362,,,,84.63437950937953,87.36171650826826,-40.625,-0.017214551829936486
2000-02-08,143.96875,144.5625,143.625,144.3125,98.62561798095705,4936400,144.8296317367571,142.70625,140.58286826324291,,,,83.06042074363994,85.59139051740613,-8.0,-0.02090649692712906
2000-02-09,144.46875,144.46875,141.265625,141.28125,96.55403900146484,8511500,144.74099535408874,142.75,140.75900464591126,,,,64.29615133724724,77.33031719675557,-99.5260663507109,-0.03942182763100913
2000-02-10,141.625,142.5625,140.875,141.5625,96.7462387084961,6690600,144.55022057678576,142.425,140.29977942321426,,,,47.082269174212534,64.81294708503324,-81.35593220338984,-0.024098650740986466
2000-02-11,141.84375,141.9375,138.03125,138.6875,94.78142547607422,9849800,145.2807130187828,141.64375,138.00678698121723,,,,18.92470215579476,43.43437422241818,-89.80582524271844,-0.03185430463576163
2000-02-14,139.78125,139.78125,138.3125,139.5,95.33667755126952,8528800,144.96153178170985,141.06875,137.17596821829014,,,,17.059984321358105,27.6889852171218,-67.58620689655173,-0.01363226678684092
2000-02-15,139.25,141.21875,137.796875,141.078125,96.41520690917969,11078300,142.671875,140.421875,138.171875,,,,27.238737678772207,21.074474718641692,-20.754716981132077,-0.02085573476702517
2000-02-16,140.375,140.9375,138.796875,139.0,94.99500274658205,8845400,142.2583103796404,139.965625,137.67293962035959,,,,32.30475592856958,25.534492642899963,-64.84018264840182,-0.033680363273895265
2000-02-17,140.4375,140.4375,138.21875,138.28125,94.50377655029295,7584200,141.24933311810972,139.309375,137.36941688189026,,,,28.708114238581313,29.4172026153077,-85.84474885844749,-0.019570593525179897
2000-02-18,138.875,138.875,134.625,135.3125,92.4748992919922,9409200,142.43063137964532,138.634375,134.8381186203547,-1.660413246914345,-1.4179711300598303,-0.24244211685451478,15.790185043750554,25.601018403633816,-89.10891089108911,-0.012418079096045156
2000-02-22,135.1875,136.34375,133.53125,134.96875,92.23995208740234,16415400,142.34076049936388,137.728125,133.11548950063613,-1.8875607682483917,-1.5118890576975426,-0.37567171055084914,13.607946827925772,19.368748703419215,-79.18552036199095,0.012528868360277137
2000-02-23,135.625,137.46875,134.5,136.5625,93.32918548583984,12119000,140.0066367643094,136.825,133.64336323569057,-1.9168779343278004,-1.5928868330235941,-0.3239911013042063,23.351332439474746,17.58315477038369,-43.27485380116959,0.01664737207686956
2000-02-24,136.6875,137.03125,133.09375,133.8125,91.44976806640624,17375000,138.83591147157063,135.7875,132.73908852842936,-2.1373756805800213,-1.7017846025348795,-0.43559107804514174,23.138230358872416,20.032503208757646,-83.57142857142858,0.0050114416475971705
2000-02-25,135.1875,136.71875,133.125,133.328125,91.1187515258789,10559900,137.0840676022959,134.796875,132.5096823977041,-2.324412368605749,-1.8263101557490535,-0.49810221285669565,18.25651937960046,21.58202739264921,-94.64285714285715,0.030943484353106024
2000-02-28,133.375,136.6875,132.71875,136.125,93.0301513671875,13397800,137.47414387606068,134.959375,132.4446061239393,-2.2213495188412367,-1.9053180283674902,-0.31603149047374646,28.51727147079892,23.304007069757265,-21.01449275362319,0.03978671041837572
2000-02-29,136.0625,137.4375,135.75,137.4375,93.9271240234375,8242500,138.65651675718487,135.453125,132.24973324281513,-2.010586892742623,-1.9263718012425168,-0.08421509150010609,58.368895211000485,35.04756202046662,-0.0,0.02023645546372811
2000-03-01,137.625,139.0,137.21875,138.4375,94.61058807373048,6868000,139.80805511873325,135.828125,131.84819488126675,-1.742774728218194,-1.8896523866376522,0.1468776584194582,87.36580256611678,58.083989749305395,-8.955223880597016,0.009902228285584397
2000-03-02,138.6875,139.125,137.34375,138.53125,94.67464447021484,7600200,140.6283630396563,136.771875,132.91538696034368,-1.5056110696509677,-1.8128441232403154,0.3072330535893477,93.70619623321136,79.8136313367762,-17.59259259259259,0.003600451467268582
2000-03-03,140.4375,141.71875,139.71875,141.125,96.44725799560548,12770300,141.62034181993917,138.33125,135.04215818006085,-1.0957322936264973,-1.6694217573175518,0.5736894636910546,91.72642040475132,90.93280640135981,-13.194444444444445,0.008560794044664971
2000-03-06,140.8125,141.34375,138.75,139.75,95.50753021240234,11967100,141.59236415358117,139.05625,136.52013584641884,-0.8718018304320765,-1.5098977719404567,0.6380959415083802,83.71673063371124,89.71644909055796,-45.0,-0.005856953055801554
2000-03-07,140.0,140.15625,135.21875,137.046875,93.66020965576172,20062000,141.72425864569075,138.978125,136.23199135430926,-0.9020565748759566,-1.3883295325275566,0.48627295765160006,62.84782819468685,79.43032641104979,-71.875,0.008530858676207433
2000-03-08,136.46875,137.84375,135.03125,136.875,93.54273223876952,11808500,141.89909256594137,138.665625,135.43215743405864,-0.9291914136866808,-1.2965019087593814,0.36731049507270064,40.90360008807556,62.4893863054912,-70.79207920792079,0.03728195188690001
2000-03-09,137.25,140.875,136.125,140.875,96.2763671875,5500900,142.80412039307495,139.134375,135.46462960692506,-0.6207735077556435,-1.1613562285586339,0.5405827208029903,47.692757009345804,50.48139509736939,-0.0,0.04824200913242013
2000-03-10,140.1875,142.0,139.53125,140.125,95.7638702392578,7924600,142.23922465619097,138.934375,135.629525343809,-0.43189026512871465,-1.01546303587265,0.5835727707439353,62.68248047720829,50.42627919154321,-26.905829596412556,0.02684117125110914
2000-03-13,136.6875,140.46875,135.6875,138.59375,94.71736907958984,10540500,141.90761403883332,138.703125,135.49863596116668,-0.4011339893938839,-0.8925972265768968,0.4914632371830129,70.53280806895494,60.302681851836326,-53.96039603960396,0.04192685102586976
2000-03-14,139.28125,140.09375,136.15625,136.625,93.37186431884766,8263900,142.0100071415333,138.61875,135.22749285846672,-0.5295171467025739,-0.8199812106020322,0.29046406389945834,49.028400597907336,60.74789638135684,-85.14851485148515,0.06306651634723784
2000-03-15,136.875,140.4375,136.0625,139.8125,95.55025482177734,10300800,142.17736090334657,139.20625,136.23513909665346,-0.3697943537483752,-0.7299438392313008,0.3601494854829256,46.44585534786663,55.33568800490962,-13.72549019607843,0.08895242451967054
2000-03-16,141.625,146.84375,140.875,146.34375,100.01383209228516,25601400,146.82454500329217,140.3,133.77545499670785,0.2805701632812543,-0.5278410387287897,0.808411202010044,61.24489903110973,52.239718325627884,-4.63768115942029,0.07228430934286983
2000-03-17,145.8125,148.0,145.4375,146.9375,100.67483520507812,10272900,150.05086619968466,141.6625,133.27413380031533,0.8342823043924454,-0.2554163701045427,1.089698674496988,84.07843343733768,63.923062605438,-8.900523560209425,0.02603032244287842
2000-03-20,146.875,147.34375,144.78125,146.1875,100.16096496582031,12502300,151.5469537958552,143.18125,134.81554620414482,1.1987658074921512,0.03542006541479609,1.1633457420773552,90.56850652841642,78.63061299895459,-25.438596491228072,0.024223734581029274
2000-03-21,145.53125,149.75,144.5,149.1875,102.21643829345705,13612600,151.95528934747705,145.69375,139.43221065252294,1.7099848961601083,0.37033303156385855,1.3396518645962496,90.6925744204134,88.44650479538916,-10.714285714285715,0.03294142796066703
2000-03-22,149.5625,150.84375,148.6875,150.09375,102.83736419677734,8260000,150.9297700388541,147.75,144.5702299611459,2.1633191121118216,0.7289302476734512,1.4343888644383704,91.06121797127294,90.77409964003425,-11.822660098522169,0.012798491830749971
2000-03-23,149.15625,153.46875,149.15625,152.65625,104.59305572509766,11654500,153.63962788887724,149.0125,144.38537211112273,2.6982582372920945,1.1227958455971798,1.5754623916949146,93.10255551254663,91.61878263474432,-9.059233449477352,0.006079533624817784
2000-03-24,152.875,155.75,151.71875,153.5625,105.21397399902344,11462900,155.58205074339048,150.3375,145.09294925660953,3.1589141531764255,1.530019507113029,1.6288946460633966,87.99093704476377,90.71823684286112,-30.973451327433633,-0.012231320368474923
2000-03-27,153.375,153.78125,151.8125,151.9375,104.10060119628906,8798600,154.72560322565218,151.4875,148.24939677434784,3.354198256468436,1.8948552569841104,1.4593429994843257,79.20247773906308,86.7653234321245,-57.81990521327015,-0.019444444444444483
2000-03-28,151.25,152.984375,150.59375,151.0625,103.5010986328125,6334400,154.2781391493733,151.8625,149.44686085062673,3.3991735709397233,2.195718919775233,1.2034546511644901,60.09832841691247,75.76391440024645,-90.90909090909092,-0.009677087618264127
2000-03-29,151.5625,152.484375,149.65625,151.21875,103.60816955566406,6747500,153.9480274789656,152.0875,150.2269725210344,3.408138007395138,2.438202737299214,0.9699352700959238,43.67301684942081,60.991274335132125,-62.12121212121212,-0.00437525858502268
2000-03-30,150.15625,151.921875,147.125,148.6875,101.87384796142578,9491900,154.44503941863613,151.29375,148.14246058136385,3.17439916977591,2.5854420237945535,0.5889571459813565,27.674627155378943,43.815324140570745,-73.33333333333333,-0.008669146517875556
2000-03-31,149.625,152.3125,148.4375,150.375,103.03003692626952,9249100,152.86135770712065,150.65625,148.45114229287935,3.0897103463445887,2.6862956883045603,0.4034146580400284,32.740617987292744,34.69608733069751,-39.35860058309038,0.0052227826817991515
2000-04-03,150.125,151.25,148.6875,151.25,103.62958526611328,8508200,152.45669349762596,150.51875,148.58080650237406,3.05794889953836,2.7606263305513203,0.29732256898703957,45.780744369599226,35.39866317075698,-20.481927710843376,-0.015617206982543565
2000-04-04,151.75,153.0,141.390625,150.125,102.85877990722656,19585500,152.20274672721803,150.33125,148.459753272782,2.908472564866372,2.7901955774143308,0.1182769874520413,64.82060756944838,47.780656642113456,-24.764468371467025,-0.02825413223140496
2000-04-05,147.875,150.8125,147.625,149.1875,102.21643829345705,8387200,151.7302008198518,149.925,148.11979918014822,2.683430165167607,2.768842494964986,-0.085412329797379,70.93189771197845,60.51108321700869,-32.83983849259758,-0.024739800166527968
2000-04-06,150.25,151.6875,149.0,150.484375,103.10501861572266,6378500,151.61378981486808,150.284375,148.95496018513194,2.5799889099601216,2.7310717779640132,-0.1510828680038916,73.57559443696722,69.7760332394647,-21.668909825033648,-0.02267490573942187
2000-04-07,151.5625,152.125,150.5,151.4375,103.75801849365234,6023600,152.1228843019457,150.496875,148.87086569805427,2.5455763720059963,2.69397269677241,-0.14839632476641373,77.34410049349482,73.9505308808135,-15.277777777777779,-0.03553109749766387
2000-04-10,151.75,153.109375,150.3125,150.84375,103.3512191772461,9624200,151.91895463783555,150.415625,148.91229536216446,2.44224089216155,2.643626335850238,-0.20138544368868816,81.84626887991624,77.58865460345943,-55.133079847908746,-0.04766817994222039
2000-04-11,150.0,151.625,148.375,150.40625,103.05145263671876,9006400,151.9483043921424,150.471875,148.99544560785762,2.29854795619039,2.5746106599182683,-0.2760627037278782,72.63998905901103,77.2767861441407,-57.0957095709571,-0.04570126372488095
2000-04-12,150.375,151.15625,146.15625,146.28125,100.2252197265625,10779200,153.57271849419632,149.890625,146.20853150580368,1.830713912837581,2.4258313105021307,-0.5951173976645499,44.392223395968706,66.292827111632,-98.20224719101124,-0.045532931643465537
2000-04-13,147.46875,148.15625,143.78125,144.25,98.83348083496094,12225800,154.3455315198399,148.64375,142.9419684801601,1.281277395534545,2.1969205275086137,-0.9156431319740688,19.17837638312672,45.40352961270216,-94.02390438247012,-0.01881008331553091
2000-04-14,142.625,142.8125,133.5,136.0,93.18093872070312,29604000,156.32784168832552,145.55625,134.7846583116745,0.17808607974973256,1.7931536379568374,-1.6150675582071048,6.523960807064397,23.364853528719948,-85.84070796460176,-0.004408578856152592
2000-04-17,135.1875,140.75,134.6875,140.75,96.43544006347656,23918200,153.3272746398987,143.5375,133.7477253601013,-0.30934969278538915,1.372652971808392,-1.6820026645937811,19.25804320406814,14.986793464753092,-50.53304904051172,0.06411994485294122
2000-04-18,140.5625,144.46875,139.78125,144.46875,98.9833526611328,11069200,149.64034035556642,142.35,135.05965964443357,-0.3910660422897081,1.019909168988772,-1.4109752112784801,38.29096592979115,21.357656646974565,-0.0,0.03060612788632335
2000-04-19,144.5,145.125,142.53125,143.125,98.0626449584961,6553700,148.01731134367205,141.71875,135.42018865632795,-0.5578259623595727,0.7043621427191031,-1.2621881050786758,55.93184519878482,37.82695144421471,-19.16167664670659,0.0015033528012112953
2000-04-20,143.5625,143.9375,142.375,143.8125,98.53374481201172,8537600,147.79748872389047,141.63125,135.46501127610952,-0.6272780255213206,0.43803410907101836,-1.065312134592339,72.16840433856976,55.46373848904858,-24.56140350877193,0.009989082969432314
2000-04-24,141.5,143.3125,140.5,142.25,97.4631805419922,12893100,145.47161676939896,142.88125,140.29088323060103,-0.7991874422375531,0.19058979880930405,-0.9897772410468572,75.61213634358627,67.9041286269803,-62.16216216216216,0.004965232507605468
2000-04-25,144.625,148.15625,144.4375,148.15625,101.50987243652344,14102000,148.43193638603563,144.3625,140.2930636139644,-0.45361291183303365,0.0617492566808365,-0.5153621685138702,87.054922413238,78.27848769846469,-0.0,0.016146748681898068
2000-04-26,147.96875,148.75,146.0,146.484375,100.36436462402344,7711100,149.18185925556242,144.765625,140.34939074443758,-0.3110632038313952,-0.01281323542160985,-0.29824996840978535,81.66432286941266,81.44379387541233,-27.46212121212121,-0.028981227589116143
2000-04-27,143.0,147.34375,143.0,146.0,100.03250122070312,15595300,149.4934854599752,145.340625,141.18776454002477,-0.23447368099442656,-0.0571453245361732,-0.17732835645825334,79.73484848484846,82.81803125583305,-47.826086956521735,-0.023605333333333256
2000-04-28,147.0,147.859375,145.0625,145.09375,99.4115753173828,8743400,149.49100118567972,145.596875,141.7027488143203,-0.24408902713648217,-0.09453406505623499,-0.14955496208024718,64.96212121212118,75.45376418879412,-63.586956521739125,-0.023598030821917807
2000-05-01,146.5625,148.484375,145.84375,147.0625,100.76049041748048,7328300,148.61261177397617,146.559375,144.5061382260238,-0.0917894946023523,-0.09398515096545845,0.0021956563631061465,64.3335529205094,69.67684087249303,-25.925925925925927,-0.019071720870127113
2000-05-02,145.5,147.125,144.125,144.125,98.747802734375,9411900,147.83075887053556,145.753125,143.67549112946446,-0.20575094923114534,-0.11633831061859583,-0.08941263861254951,48.63306982872197,59.30958132045088,-100.0,-0.03341478963025924
2000-05-03,144.0,144.0,139.78125,140.75,96.43544006347656,12630700,148.92510401466765,144.60625,140.28739598533232,-0.5619230182510648,-0.20545525214508964,-0.3564677661059752,33.78281685010274,48.91647986644474,-88.8689407540395,-0.011936253252385122
2000-05-04,142.0,142.359375,140.75,141.8125,97.16344451904295,5963600,148.3005129020052,143.76875,139.2369870979948,-0.749813693201105,-0.3143269403562927,-0.4354867528448123,18.011864803684304,33.47591716083637,-72.34042553191489,0.014886767317939649
2000-05-05,141.0625,144.0,140.9375,143.53125,98.34101104736328,7862400,147.79063288571635,143.45625,139.12186711428367,-0.7513683394645341,-0.401735220177941,-0.3496331192865931,25.85278276481146,25.882488139532867,-11.11111111111111,0.008384750991626307
2000-05-08,142.75,143.375,141.84375,142.453125,97.60233306884766,5064100,144.94029218477277,142.534375,140.12845781522725,-0.8300280385089422,-0.4873937838441412,-0.342634254664801,34.27008925729271,26.044912275262856,-47.59615384615385,-0.00536686261702583
2000-05-09,143.0625,143.40625,140.265625,141.3125,96.82085418701172,5620300,143.89362550409535,141.971875,140.05012449590467,-0.9731870273498942,-0.5845524325452918,-0.3886345948046024,38.589082098128756,32.90398470674434,-71.96652719665272,0.0004826148952505908
2000-05-10,140.5,140.96875,137.75,138.125,94.63694763183594,10293900,145.08486895271633,141.446875,137.80888104728368,-1.328531682113038,-0.733348282458841,-0.595183399654197,26.226425006566817,33.02853212066279,-93.37016574585635,0.006214064573197781
2000-05-11,140.125,141.5,139.125,141.28125,96.79942321777344,7091100,144.9606862909195,141.340625,137.72056370908047,-1.3400150249375713,-0.854681630954587,-0.48533339398298425,32.932098765432066,32.58253529004258,-37.569060773480665,0.030972850678732948
2000-05-12,141.8125,143.46875,141.625,142.8125,97.84854125976562,5960800,144.50084987883832,141.196875,137.8929001211617,-1.211590122307939,-0.9260633292252575,-0.2855267930826816,50.34153005464477,36.50001794221458,-11.475409836065573,0.00550763105507623
2000-05-15,142.75,145.609375,142.0,145.28125,99.54002380371094,4441300,146.42293855232617,141.7625,137.1020614476738,-0.900227704323953,-0.9208962042449966,0.02066849992104358,80.28321328857452,54.51894736955048,-5.0602409638554215,-0.00864332603938731
2000-05-16,146.5625,147.71875,145.3125,146.6875,100.5035171508789,8192200,148.86574082962878,142.8375,136.80925917037123,-0.5338442975920543,-0.8434858229144082,0.3096415253223539,91.33493742650556,73.98656025657498,-16.923076923076923,-0.027403742740374194
2000-05-17,145.6875,146.1875,144.46875,145.15625,99.45441436767578,5907200,148.11217183583997,144.24375,140.37532816416004,-0.3628590724021876,-0.747360472811964,0.38450140040977643,85.22068009913347,85.61294360473788,-44.80874316939891,-0.03936940775458035
2000-05-18,145.625,146.3125,143.375,143.375,98.2339859008789,4325600,147.4635600671905,144.6625,141.86143993280947,-0.3668551601035688,-0.671259410270285,0.30440425016671624,62.851646437853304,79.80242132116413,-100.0,-0.029128094725511342
2000-05-19,142.5625,143.234375,140.40625,141.125,96.69239044189452,6518400,148.15428681349593,144.325,140.49571318650405,-0.545292491948203,-0.6460660266058686,0.1007735346576657,36.24294224294221,61.43842292664302,-87.83068783068784,-0.013949433304272014
2000-05-22,141.25,141.46875,137.0,140.0625,95.96438598632812,10839400,148.1913798353506,143.28125,138.3711201646494,-0.7636374956219072,-0.6695803204090763,-0.09405717521283086,22.372812372812337,40.48913368453597,-67.11409395973155,0.006023029229406514
2000-05-23,140.4375,140.8125,137.5625,138.0,94.55128479003906,7979200,146.55024578048526,141.54375,136.53725421951472,-1.0905330113705816,-0.7537708586013774,-0.3367621527692042,16.379581144681783,24.998445253478796,-83.95989974937343,0.01822846943328867
2000-05-24,138.0,140.6875,136.5,140.25,96.09286499023438,11081500,144.04280171105938,140.5625,137.08219828894062,-1.1547328255740297,-0.8339632519959078,-0.32076957357812186,25.842081371513217,21.53149162966913,-24.528301886792452,0.04031929347826091
2000-05-25,140.6875,141.8125,137.71875,137.84375,94.44416809082031,8278900,142.0644102711472,139.45625,136.8480897288528,-1.3838240438180662,-0.9439354103603395,-0.4398886334577268,22.96947061027137,21.730377708822143,-74.70588235294117,0.028375668449197942
2000-05-26,138.8125,139.6875,137.328125,138.0,94.55128479003906,4814000,141.00121543751064,138.83125,136.66128456248939,-1.5350770034814047,-1.0621637289845525,-0.4729132744968523,28.801816971634707,25.871122984473118,-71.76470588235294,0.05267513035592844
2000-05-30,140.0,142.9375,139.46875,142.5,97.6344757080078,5362700,142.96746552741516,139.31875,135.67003447258483,-1.2771119205568766,-1.1051533672990173,-0.17195855325785936,47.130924633498545,32.96740407180156,-7.7994428969359335,0.05646512681159428
2000-05-31,142.5625,144.0,142.09375,142.8125,97.84854125976562,6056500,144.52168040268285,140.28125,136.04081959731715,-1.0355197681737707,-1.091226647473968,0.055706879300197354,68.53528142648643,48.15600767720658,-17.798594847775178,0.02667763157894729
2000-06-01,143.6875,145.4375,143.0,145.3125,99.56148529052734,8961600,147.1358921584899,141.29375,135.45160784151008,-0.6350071727947295,-0.9999827525381203,0.3649755797433908,91.94304144764324,69.20308250254276,-2.094240837696335,0.027954048140043763
2000-06-02,148.9375,149.09375,147.484375,147.84375,101.29574584960938,8962200,149.84589659481975,143.29375,136.74160340518023,-0.11205562743742803,-0.8223973275179819,0.7103417000805539,90.66702362035477,83.7151154981615,-17.857142857142854,0.012225806451612982
2000-06-05,147.46875,148.21875,146.875,147.125,100.80328369140624,6998100,149.469827452769,145.11875,140.767672547231,0.24160504915235492,-0.6095968521839146,0.8512019013362695,89.12661957995073,90.57889488264959,-32.30769230769231,-0.005950116254491574
2000-06-06,146.625,147.78125,145.90625,146.46875,100.35366821289062,4858900,149.43151086955058,145.9125,142.3934891304494,0.46358586358419984,-0.39496030903029167,0.8585461726144915,77.14042818624489,85.64469046218348,-82.35294117647058,-0.00018054375531018774
2000-06-07,146.625,148.0,146.0,147.484375,101.04953002929688,4919500,148.63008663914903,146.846875,145.063663360851,0.7132379448218842,-0.17332065825985646,0.8865586030817406,71.87839937839935,79.38181571486501,-31.756756756756758,0.005301898869212794
2000-06-08,147.5,147.75,146.0625,146.90625,100.65343475341795,5723100,148.11051255944545,147.165625,146.22073744055456,0.854588003400437,0.032261074072202245,0.8223269293282347,55.82076420311711,68.27986392258714,-52.23880597014925,-0.0013560758554930896
2000-06-09,147.5,147.96875,145.625,146.59375,100.43930053710938,3085300,147.6481292661976,146.915625,146.1831207338024,0.9306646817351805,0.2119417956047979,0.7187228861303826,47.43723006657092,58.378797882695814,-59.21052631578947,0.0017017655817911082
2000-06-12,146.96875,146.96875,144.875,144.875,99.26172637939452,3678900,148.2042487373319,146.465625,144.72700126266807,0.8425547894705403,0.3380643943779464,0.5044903950925939,22.907315536656387,42.055103268781494,-100.0,0.0023235983798762815
2000-06-13,144.8125,147.75,144.625,147.59375,101.12448120117188,6558700,148.6498180736882,146.690625,144.7314319263118,0.9808014004943288,0.4666117956012229,0.514189604893106,41.77078685110809,37.371777484778484,-11.214953271028037,0.015153149266609146
2000-06-14,148.25,148.875,147.1875,147.84375,101.29574584960938,6420500,148.85474759529478,146.7625,144.6702524047052,1.0978800683848249,0.5928654501579433,0.5050146182268815,54.56608569353663,39.748062693767054,-24.26470588235294,-0.005197967393605798
2000-06-15,148.125,148.75,146.84375,148.15625,101.50987243652344,5881200,149.39262604708713,147.0125,144.63237395291284,1.2020256905966562,0.714697498245686,0.48732819235097025,82.26216412490918,59.53301222318465,-16.91176470588235,-0.008423166349609039
2000-06-16,148.3125,148.3125,145.875,146.59375,100.67579650878906,5567900,149.39262604708713,147.0125,144.63237395291284,1.1452790904424148,0.8008138166850317,0.3444652737573831,68.38235294117642,68.40353425320744,-76.04166666666667,-0.013193419109892466
2000-06-19,146.46875,149.15625,146.25,148.46875,101.96345520019531,5106900,149.011874847492,147.73125,146.45062515250797,1.2373405394333474,0.8881191612346948,0.3492213781986526,71.41311697092625,74.01921134567066,-20.952380952380953,-0.003570667235131102
2000-06-20,148.1875,148.875,147.0,147.9375,101.5986099243164,6480000,149.08062484748066,147.8,146.51937515251936,1.2529887910423838,0.9610930871962327,0.29189570384615116,64.66941949193468,68.15496313467914,-37.14285714285714,-0.016954325405177894
2000-06-21,146.9375,148.4375,146.890625,147.875,101.5557098388672,3115000,149.08797247385883,147.80625,146.52452752614118,1.2459839877042498,1.018071267297836,0.22791272040641375,69.54570333880675,68.54274660055592,-44.086021505376344,-0.015663286861005415
2000-06-22,147.5625,147.6875,145.0,145.625,100.01045989990234,7490500,149.37988881913822,147.3,145.2201111808618,1.0468094667105277,1.0238189071803743,0.022990559530153387,46.282372598162034,60.16583180963451,-83.87096774193549,-0.0166842772612003
2000-06-23,145.8125,146.125,143.875,144.375,99.15203094482422,4863300,150.01595726492405,146.85625,143.69654273507592,0.7791165004993559,0.9748784258441706,-0.19576192534481474,28.48581018621501,48.104628707727954,-89.04109589041096,0.00020386266094416699
2000-06-26,145.375,146.25,144.875,146.234375,100.42897033691406,5201300,149.132281305769,146.409375,143.68646869423102,0.7088329343738167,0.9216693275500998,-0.2128363931762831,23.89751653542136,32.88856643993282,-38.114754098360656,0.011266233766233806
2000-06-27,145.984375,146.71875,145.015625,145.15625,99.68856048583984,4159500,148.2120839865012,145.853125,143.4941660134988,0.5596853206358503,0.8492725261672499,-0.2895872055313996,28.245715800707867,26.876347507448102,-54.94505494505494,-0.0002778074580617976
