,file names,batch size,context window,input columns,target_columns,regression_binary_pred,F_1_score,mse
0,config2.json,64,10,"['EMA_2_3', 'EMA_2_5', 'EMA_3_5']",['FSMA_10'],0.6422776442307693,0.7754601226993865,0.713138161227107
1,config1.json,64,10,"['EMA_2_3', 'EMA_2_5', 'EMA_3_5']",['ROC_1'],0.5669221698113207,0.7190721649484535,0.6166368834674358
