,file names,batch size,context window,input columns,target_columns,regression_binary_pred,F_1_score,mse
0,config2.json,64,20,"['ROC_1', 'ROC_2', 'ROC_5']",['ROC_1'],0.5677083333333334,0.7259259259259259,3.8567345490058265
1,config4.json,64,20,"['ROC_1', 'ROC_2', 'ROC_5']",['FSMA_10'],0.6521739130434783,0.8041237113402061,4.446031391620636
2,config1.json,64,20,"['EMA_2_3', 'EMA_2_5', 'EMA_3_5']",['ROC_1'],0.47282608695652173,0.47311827956989244,3.8903646717468896
3,config3.json,64,20,"['EMA_2_3', 'EMA_2_5', 'EMA_3_5']",['FSMA_10'],0.6884057971014492,0.8181818181818181,4.4070589145024615
